"","Company...Maker.if.known.","Specific.Bean.Origin.or.Bar.Name","REF","Review.Date","Cocoa.Percent","Company.Location","Rating","Bean.Type","Broad.Bean.Origin","Amazon.Rating","Deliciousness.Rating"
"521","De Mendes","Selvagem, Jari",1462,2015,"65%","Brazil",3.5," ","Brazil",0,1
"522","De Villiers","Bundibugyo District",1832,2016,"70%","South Africa",2.5,"Forastero","Uganda",0,0
"523","De Villiers","Sambirano Valley, batch 2477",1832,2016,"70%","South Africa",3," ","Madagascar",-1,1
"524","Dean and Deluca (Belcolade)","Madagascar",170,2007,"66%","U.S.A.",2.5,"Trinitario","Madagascar",1,1
"525","Dean and Deluca (Belcolade)","Costa Rica",175,2007,"64%","U.S.A.",3," ","Costa Rica",0,1
"526","Dean and Deluca (Belcolade)","Ecuador",175,2007,"71%","U.S.A.",3," ","Ecuador",4,1
"527","Dean and Deluca (Belcolade)","Ghana",175,2007,"60%","U.S.A.",3,"Forastero","Ghana",5,-1
"528","Dean and Deluca (Belcolade)","Papua New Guinea",180,2007,"64%","U.S.A.",3," ","Papua New Guinea",-1,0
"529","Dean and Deluca (Belcolade)","Peru",180,2007,"64%","U.S.A.",3," ","Peru",-1,-1
"530","Debauve & Gallais (Michel Cluizel)","Papua New Guinea",423,2009,"64%","France",3," ","Papua New Guinea",-1,0
"531","Debauve & Gallais (Michel Cluizel)","Venezuela",263,2008,"66%","France",3.75," ","Venezuela",0,1
"532","Desbarres","Kilombero, batch 41",1916,2016,"72%","Canada",2.5," ","Tanzania",1,0
"533","DeVries","Bolivian",241,2008,"80%","U.S.A.",2.75," ","Bolivia",0,-1
"534","DeVries","Costa Rica",166,2007,"77%","U.S.A.",3.5,"Trinitario","Costa Rica",0,-1
"535","DeVries","Dominican Republic",166,2007,"77%","U.S.A.",3.5," ","Dominican Republic",3,-1
"536","Dick Taylor","Lanquin Estate",1952,2017,"70%","U.S.A.",3.75," ","Guatemala",0,1
"537","Dick Taylor","Tien Giang",1864,2016,"78%","U.S.A.",3.5,"Trinitario","Vietnam",3,1
"538","Dick Taylor","Alto Beni, Wild Harvest, Limited Ed.",1634,2015,"70%","U.S.A.",3.75," ","Bolivia",4,0
"539","Dick Taylor","Elvesia",1235,2014,"74%","U.S.A.",3.5," ","Dominican Republic",-1,1
"540","Dick Taylor","Ecuador, Choc. Garage Exclusive",1034,2013,"70%","U.S.A.",3.25," ","Ecuador",0,1
"541","Dick Taylor","Camino Verde",1193,2013,"76%","U.S.A.",3.5," ","Ecuador",2,-1
"542","Dick Taylor","Bolivia",895,2012,"75%","U.S.A.",2.75," ","Bolivia",5,1
"543","Dick Taylor","Belize",955,2012,"72%","U.S.A.",2.75,"Trinitario","Belize",0,-1
"544","Dick Taylor","Sambirano",661,2011,"80%","U.S.A.",2.75,"Trinitario","Madagascar",2,-1
"545","Dick Taylor","Sambirano",661,2011,"72%","U.S.A.",3,"Trinitario","Madagascar",0,-1
"546","Dick Taylor","Mantuano",682,2011,"75%","U.S.A.",2.75,"Criollo","Venezuela",4,1
"547","Dick Taylor","La Red",769,2011,"74%","U.S.A.",3," ","Dominican Republic",-1,-1
"548","Dick Taylor","Ecuador",769,2011,"70%","U.S.A.",3.25," ","Ecuador",1,1
"549","Doble & Bignall","Puerto Cabello",1688,2015,"85%","U.K.",3," ","Venezuela",-1,-1
"550","Doble & Bignall","Panama, Raven",1371,2014,"72%","U.K.",3.25," ","Panama",1,-1
"551","Doble & Bignall","Puerto Cabello, Mantuano",1371,2014,"72%","U.K.",3.25,"Trinitario","Venezuela",-1,-1
"552","Doble & Bignall","Johe",1407,2014,"72%","U.K.",3.5,"Criollo, Trinitario","Nicaragua",0,0
"553","Dole (Guittard)","O'ahu, N. Shore, Waialua Estate",311,2009,"70%","U.S.A.",3.75," ","Hawaii",5,-1
"554","Dolfin (Belcolade)","Africa",304,2008,"88%","Belgium",3,"Forastero","West Africa",2,1
"555","Dolfin (Belcolade)","Noir",63,2006,"70%","Belgium",1.5," "," ",1,1
"556","Domori","Hacienda Victoria",1672,2015,"70%","Italy",3.75," ","Ecuador",1,1
"557","Domori","Ocumare 77",1672,2015,"70%","Italy",3.75,"Criollo (Ocumare 77)","Venezuela",4,-1
"558","Domori","IL100, H. San Jose",1109,2013,"100%","Italy",3,"Criollo","Venezuela",0,-1
"559","Domori","Morogoro",863,2012,"70%","Italy",3.5," ","Tanzania",5,-1
"560","Domori","Guasare",863,2012,"70%","Italy",3.75,"Criollo","Venezuela",-1,1
"561","Domori","Canoabo, Hacienda San Jose",693,2011,"70%","Italy",3.5,"Criollo","Venezuela",0,-1
"562","Domori","Chuao, Hacienda San Jose",470,2010,"70%","Italy",3,"Trinitario","Venezuela",0,-1
"563","Domori","Carupano, H. San Jose",227,2008,"70%","Italy",3,"Trinitario","Venezuela",1,-1
"564","Domori","Teyuna",272,2008,"70%","Italy",3," ","Colombia",-1,0
"565","Domori","Blend No. 1",272,2008,"78%","Italy",3.5,"Blend"," ",2,1
"566","Domori","Ilblend",272,2008,"70%","Italy",3.75,"Blend"," ",4,0
"567","Domori","Porcelana",111,2007,"70%","Italy",4,"Criollo (Porcelana)","Venezuela",1,0
"568","Domori","Ocumare 61, Puertomar",129,2007,"75%","Italy",3.25,"Criollo (Ocumare 61)","Venezuela",-1,0
"569","Domori","Granella",135,2007,"60%","Italy",3.25,"Trinitario","Venezuela",5,1
"570","Domori","Madagascar",135,2007,"70%","Italy",3.5,"Trinitario","Madagascar",2,1
"571","Domori","Madagared",192,2007,"70%","Italy",3.5,"Criollo","Madagascar",5,-1
"572","Domori","Java, Javablond",192,2007,"70%","Italy",3.75,"Criollo","Indonesia",0,1
"573","Domori","Ecuador",192,2007,"70%","Italy",4,"Forastero (Arriba)","Ecuador",5,1
"574","Domori","Ocumare 67, Puertofino",192,2007,"70%","Italy",4,"Criollo (Ocumare 67)","Venezuela",5,1
"575","Domori","Sur del Lago Classificado",87,2006,"70%","Italy",3,"Trinitario","Venezuela",5,0
"576","Domori","Apurimac",87,2006,"70%","Italy",3.25,"Trinitario","Peru",0,0
"577","Domori","Carenero Superior",87,2006,"70%","Italy",3.5,"Trinitario","Venezuela",-1,0
"578","Dormouse","Non Pariel Estate",1880,2016,"75%","U.K.",2.75,"Trinitario","Grenada",3,-1
"579","Dormouse","Rio Caribe, Batch 7",1672,2015,"70%","U.K.",2.5,"Trinitario","Venezuela",0,0
"580","Dormouse","Colombia, Batch 9",1676,2015,"80%","U.K.",2.75,"Criollo, Trinitario","Colombia",5,1
"581","Dormouse","Madagascar, Batch 8",1676,2015,"77%","U.K.",2.75,"Criollo, Trinitario","Madagascar",0,-1
"582","Duffy's","Rio Dulce, Xoco",1662,2015,"70%","U.K.",4,"Criollo","Guatemala",1,-1
"583","Duffy's","Chuno, Xoco",1331,2014,"70%","U.K.",3.5,"Criollo","Nicaragua",2,1
"584","Duffy's","Rico Rugoso, Xoco",1331,2014,"76%","U.K.",3.75,"Criollo","Nicaragua",-1,0
"585","Duffy's","Ocumare",923,2012,"72%","U.K.",3.75," ","Venezuela",4,-1
"586","Duffy's","Indio Rojo, Xoco",623,2011,"72%","U.K.",3.75,"Criollo","Honduras",1,-1
"587","Duffy's","Dominican Republic",661,2011,"65%","U.K.",3.5," ","Dominican Republic",5,-1
"588","Duffy's","Bocas del Toro, Tierra Oscura",697,2011,"72%","U.K.",3," ","Panama",2,1
"589","Duffy's","Nicaliso, Xoco",697,2011,"71%","U.K.",3.25,"Criollo","Nicaragua",-1,1
"590","Duffy's","Ocumare",765,2011,"71%","U.K.",3.5," ","Venezuela",2,-1
"591","Duffy's","Panama",516,2010,"70%","U.K.",3.5," ","Panama",1,0
"592","Duffy's","Corazon del Ecuador, Calceta beans",516,2010,"72%","U.K.",3.75," ","Ecuador",-1,-1
"593","Duffy's","Star of Ecuador",523,2010,"70%","U.K.",2.5," ","Ecuador",0,1
"594","Duffy's","Star of Peru",523,2010,"70%","U.K.",3.75," ","Peru",5,-1
"595","Dulcinea","Dominican Republic",1506,2015,"70%","U.S.A.",3.25," ","Dominican Republic",2,0
"596","Durand","Madagascar",841,2012,"82%","France",2.75,"Trinitario","Madagascar",-1,-1
"597","Durci","Maranon, Joya Rara",1626,2015,"70%","U.S.A.",3.5,"Forastero (Nacional)","Peru",1,0
"598","Durci","Rio Caribe, Tepui Treasure",1626,2015,"70%","U.S.A.",3.5,"Trinitario","Venezuela",0,0
"599","Durci","Taino Secret",1630,2015,"70%","U.S.A.",3.25," ","Domincan Republic",-1,1
"600","Durci","Carenero, Empyrean Sabor",1630,2015,"70%","U.S.A.",3.25,"Trinitario","Venezuela",3,-1
"601","Durci","Corona Arriba",1630,2015,"70%","U.S.A.",4," ","Ecuador",2,1
"602","East Van Roasters","Peru",1343,2014,"70%","Canada",3.25," ","Peru",-1,-1
"603","East Van Roasters","Madagascar",1343,2014,"70%","Canada",3.5,"Trinitario","Madagascar",3,1
"604","East Van Roasters","Dominican Republic",1343,2014,"70%","Canada",3.75," ","Dominican Republic",4,1
"605","Eau de Rose","Tumaco",1812,2016,"70%","Canada",3.25," ","Colombia",-1,0
"606","Eau de Rose","Arauca",1812,2016,"70%","Canada",3.25," ","Colombia",3,1
"607","Eclat (Felchlin)","Maranon, Good & Evil, w/ nibs",919,2012,"72%","U.S.A.",2.75,"Forastero (Nacional)","Peru",1,0
"608","Edelmond","Porcelana",1876,2016,"68%","Germany",3,"Criollo","Venezuela",3,0
"609","El Ceibo","Alto Beni, Covendo Region",709,2011,"75%","Bolivia",3.75," ","Bolivia",4,-1
"610","El Ceibo","Alto Beni",252,2008,"71%","Bolivia",2.75," ","Bolivia",1,1
"611","El Rey","San Joaquin",1662,2015,"70%","Venezuela",3.75," ","Venezuela",-1,1
"612","El Rey","Rio Caribe, Cariaco",439,2009,"60.50%","Venezuela",2.75,"Trinitario","Venezuela",1,0
"613","El Rey","Rio Caribe, Macuro",439,2009,"70%","Venezuela",3,"Trinitario","Venezuela",3,-1
"614","El Rey","Carenero Superior, Apamate",206,2008,"74%","Venezuela",2.5,"Criollo","Venezuela",0,-1
"615","El Rey","Carenero Superior, Bucare",206,2008,"58%","Venezuela",2.5,"Criollo","Venezuela",5,-1
"616","El Rey","Carenero Superior, Mijao",206,2008,"61%","Venezuela",3,"Criollo","Venezuela",1,-1
"617","El Rey","Carenero Superior, Gran Saman",32,2006,"70%","Venezuela",2.75,"Criollo","Venezuela",1,1
"618","Emerald Estate","Emerald Estate",1137,2013,"60%","St. Lucia",2.75," ","St. Lucia",4,1
"619","Emerald Estate","Emerald Estate",1137,2013,"70%","St. Lucia",3.25," ","St. Lucia",-1,0
"620","Emily's","Patanemo",1450,2015,"79%","Japan",3," ","Venezuela",0,0
"621","Emily's","Peru",1454,2015,"78%","Japan",3.5,"Criollo","Peru",4,-1
"622","ENNA","Wampusirpi, batch 007",1916,2016,"75%","U.S.A.",3.25," ","Honduras",3,1
"623","Enric Rovira (Claudio Corallo)","Terreiro Velho P.",565,2010,"80%","Spain",3.25,"Forastero","Sao Tome & Principe",0,-1
"624","Erithaj (A. Morin)","Ben Tre",1205,2014,"70%","France",3.25,"Trinitario","Vietnam",3,1
"625","Erithaj (A. Morin)","Ham Luong",1209,2014,"80%","France",3,"Trinitario","Vietnam",-1,0
"626","Erithaj (A. Morin)","Ba Lai",1209,2014,"74%","France",3.25,"Trinitario","Vietnam",4,-1
"627","Escazu","Rio Caribe",903,2012,"70%","U.S.A.",2.75,"Trinitario","Venezuela",0,0
"628","Escazu","Guapiles",414,2009,"65%","U.S.A.",2," ","Costa Rica",-1,0
"629","Escazu","Carenero Superior",423,2009,"81%","U.S.A.",3.5,"Criollo","Venezuela",2,0
"630","Escazu","Carenero, Guapiles, Ocumare blend",431,2009,"74%","U.S.A.",2.75," ","Cost Rica, Ven",1,1
"631","Escazu","Ocumare",252,2008,"72%","U.S.A.",3,"Criollo","Venezuela",1,-1
"632","Ethel's Artisan (Mars)","Peru, Madagascar",666,2011,"55%","U.S.A.",2.5," ","Peru, Madagascar",4,-1
"633","Ethel's Artisan (Mars)","Trinidad",666,2011,"55%","U.S.A.",2.5,"Trinitario","Trinidad",-1,0
"634","Ethel's Artisan (Mars)","Porcelana",666,2011,"70%","U.S.A.",2.5,"Criollo (Porcelana)","Venezuela",3,0
"635","Ethel's Artisan (Mars)","Red Vanilla",666,2011,"62%","U.S.A.",2.75," "," ",5,1
"636","Ethel's Artisan (Mars)","Venezuela, Trinidad",672,2011,"62%","U.S.A.",2.5," ","Venezuela, Trinidad",3,1
"637","Ethereal","Belize",1275,2014,"80%","U.S.A.",3,"Trinitario","Belize",2,1
"638","Ethereal","Ecuador",1275,2014,"80%","U.S.A.",3.5," ","Ecuador",0,0
"639","Ethereal","Dominican Republic",1275,2014,"80%","U.S.A.",3.75," ","Dominican Republic",4,-1
"640","Fearless (AMMA)","Monte Alegre, D. Badaro, Raw, Organic",565,2010,"75%","U.S.A.",2.75," ","Brazil",2,-1
"641","Feitoria Cacao","Blue Mountain",1732,2016,"76%","Portugal",3," ","Jamaica",3,0
"642","Feitoria Cacao","Cuyagua",1736,2016,"76%","Portugal",2.5," ","Venezuela",-1,-1
"643","Feitoria Cacao","Maya Mountain",1736,2016,"76%","Portugal",2.75,"Trinitario","Belize",5,-1
"644","Felchlin","Grenada",494,2010,"58%","Switzerland",3.5,"Trinitario","Grenada",2,-1
"645","Felchlin","Supremo- SF",105,2006,"62%","Switzerland",2," "," ",4,0
"646","Felchlin","Elvesia P.",105,2006,"74%","Switzerland",3,"Trinitario, Criollo","Dominican Republic",1,0
"647","Felchlin","Madagascar, Grand Cru",48,2006,"64%","Switzerland",3,"Criollo","Madagascar",5,1
"648","Felchlin","Maracaibo Clasificado",48,2006,"65%","Switzerland",3,"Criollo","Venezuela",1,-1
"649","Felchlin","Arriba",48,2006,"72%","Switzerland",3.5,"Forastero (Arriba)","Ecuador",5,0
"650","Felchlin","Alto Beni, Cru Savage",56,2006,"68%","Switzerland",4,"Criollo (Wild)","Bolivia",0,0
"651","Finca","Puerto Rico",1283,2014,"65%","U.S.A.",2.25," ","Puerto Rico",3,1
"652","Finca","Dominican Republic",1283,2014,"80%","U.S.A.",3," ","Dominican Republic",5,0
"653","Finca","Dominican Republic",1283,2014,"70%","U.S.A.",3.25," ","Dominican Republic",0,1
"654","Finca","Dominican Republic",1287,2014,"85%","U.S.A.",2.5," ","Dominican Republic",3,1
"655","Forever Cacao","Rio Eni",1267,2014,"72%","U.K.",2.75,"Criollo","Peru",2,1
"656","Forteza (Cortes)","Dominican Republic",1776,2016,"70%","Puerto Rico",2.75," ","Domincan Republic",0,1
"657","Forteza (Cortes)","Puerto Rico",1776,2016,"80%","Puerto Rico",2.75," ","Domincan Republic",-1,-1
"658","Fossa","Akesson's E., Sambirano V.",1772,2016,"70%","Singapore",2.75," ","Madagascar",5,0
"659","Fossa","Camino Verde P., Balao, Guayas",1776,2016,"75%","Singapore",3.5," ","Ecuador",2,1
"660","Fossa","Kokoa Kamili Coop, Kilombero",1776,2016,"67%","Singapore",3.75,"Trinitario","Tanzania",5,1
"661","Franceschi","Choroni",1355,2014,"70%","Venezuela",3.5," ","Venezuela",3,1
"662","Franceschi","Ocumare",1355,2014,"70%","Venezuela",3.75," ","Venezuela",-1,0
"663","Franceschi","Canoabo",911,2012,"70%","Venezuela",3.75," ","Venezuela",3,0
"664","Franceschi","Sur del Lago",915,2012,"60%","Venezuela",3.5," ","Venezuela",2,-1
"665","Frederic Blondeel","Costa Rica",1538,2015,"70%","Belgium",3.5," ","Costa Rica",0,-1
"666","Frederic Blondeel","Peru Brutus",1538,2015,"75%","Belgium",3.5," ","Peru",2,0
"667","Frederic Blondeel","Vietnam",1542,2015,"80%","Belgium",3,"Trinitario","Vietnam",1,-1
"668","Frederic Blondeel","Ghana",1351,2014,"60%","Belgium",3.5,"Forastero","Ghana",2,0
"669","Frederic Blondeel","Madagascar",1351,2014,"65%","Belgium",3.5,"Trinitario","Madagascar",2,-1
"670","French Broad","Norandino, batch 161208",1940,2017,"70%","U.S.A.",3.5," ","Peru",1,0
"671","French Broad","Guatemala",1634,2015,"73%","U.S.A.",3.5," ","Guatemala",2,0
"672","French Broad","San Andres",1209,2014,"80%","U.S.A.",3," ","Costa Rica",0,0
"673","French Broad","Matagalpa",1295,2014,"68%","U.S.A.",3.25," ","Nicaragua",-1,0
"674","French Broad","Palo Blanco, Chulucanas",1042,2013,"66%","U.S.A.",3.5," ","Peru",3,1
"675","French Broad","Tumbes Coop",883,2012,"70%","U.S.A.",2.5,"Criollo","Peru",0,1
"676","French Broad","Palo Blanco, Chulucanas",883,2012,"61%","U.S.A.",3.5," ","Peru",2,1
"677","French Broad","Palo Blanco w/ panela, Chulucanas",887,2012,"81%","U.S.A.",2," ","Peru",3,-1
"678","French Broad","Maranon Canyon, Fortunato No. 4",781,2011,"70%","U.S.A.",3.5,"Forastero (Nacional)","Peru",3,-1
"679","French Broad","La Red",785,2011,"65%","U.S.A.",3.5," ","Dominican Republic",-1,0
"680","Fresco","Maranon, #228, MR, SC",1383,2014,"70%","U.S.A.",3,"Forastero (Nacional)","Peru",3,0
"681","Fresco","Maranon, #227, LR, MC",1383,2014,"70%","U.S.A.",3.5,"Forastero (Nacional)","Peru",1,-1
"682","Fresco","Maranon, #229, MR, LC",1383,2014,"70%","U.S.A.",3.5,"Forastero (Nacional)","Peru",5,1
"683","Fresco","Maranon, #230, DR, LC",1387,2014,"70%","U.S.A.",3.5,"Forastero (Nacional)","Peru",0,0
"684","Fresco","Conacado, #223, MR, SC",1030,2013,"72%","U.S.A.",3.25," ","Dominican Republic",5,1
"685","Fresco","Conacado, #224, MR, MC",1081,2013,"72%","U.S.A.",3.75," ","Dominican Republic",3,-1
"686","Fresco","San Martin, Bellavista Coop, #226, DR, MC",1117,2013,"70%","U.S.A.",3.75," ","Peru",3,0
"687","Fresco","Bellavista Coop, #225, LR, MC, CG Exclusive",1149,2013,"70%","U.S.A.",4,"Trinitario","Peru",4,-1
"688","Fresco","Markham Valley, #219, LR, MC",899,2012,"69%","U.S.A.",3.5," ","Papua New Guinea",1,-1
"689","Fresco","Markham Valley, #221, DR, MC",899,2012,"69%","U.S.A.",3.5," ","Papua New Guinea",4,1
"690","Fresco","Sambirano Valley, #216, MR, LC",915,2012,"74%","U.S.A.",4,"Trinitario","Madagascar",3,0
"691","Fresco","Markham Valley, #220, MR, MC",927,2012,"69%","U.S.A.",4,"Trinitario","Papua New Guinea",0,-1
"692","Fresco","Markham Valley, #222, LR, 0C",931,2012,"69%","U.S.A.",3,"Trinitario","Papua New Guinea",5,0
"693","Fresco","Ghana, #211, MR, MC",636,2011,"74%","U.S.A.",2.75,"Forastero","Ghana",2,1
"694","Fresco","Jamaica, #209, DR, SC",642,2011,"70%","U.S.A.",3.25,"Trinitario","Jamaica",2,0
"695","Fresco","Conacado, #212, LR, SC",642,2011,"72%","U.S.A.",3.5," ","Dominican Republic",0,0
"696","Fresco","Jamaica, #210, DR, MC",642,2011,"70%","U.S.A.",3.5,"Trinitario","Jamaica",1,-1
"697","Fresco","Sambirano Valley, #214, LR, MC",682,2011,"74%","U.S.A.",2.75,"Trinitario","Madagascar",-1,-1
"698","Fresco","Conacado, #213, DR, -C",682,2011,"72%","U.S.A.",3.25," ","Dominican Republic",4,1
"699","Fresco","Sambirano Valley, #215, MR, MC",688,2011,"74%","U.S.A.",3,"Trinitario","Madagascar",3,-1
"700","Fresco","Chuao, #218, MR, MC",745,2011,"76%","U.S.A.",3.25,"Trinitario","Venezuela",1,1
"701","Fresco","Chuao, #217, DR, MC",745,2011,"70%","U.S.A.",4,"Trinitario","Venezuela",2,-1
"702","Fresco","Jamaica, #204, DR, SC",370,2009,"80%","U.S.A.",2.75,"Trinitario","Jamaica",4,1
"703","Fresco","Jamaica, #206, DR, LC",370,2009,"70%","U.S.A.",3,"Trinitario","Jamaica",0,-1
"704","Fresco","Jamaica, #205, DR, MC",370,2009,"70%","U.S.A.",3.25,"Trinitario","Jamaica",3,0
"705","Fresco","Carenero Superior, #203, MR, SC",370,2009,"65%","U.S.A.",3.5,"Criollo","Venezuela",1,-1
"706","Friis Holm","Rugoso, Bad Fermentation",1912,2016,"70%","Denmark",3.5," ","Nicaragua",1,0
"707","Friis Holm (Bonnat)","La Dalia",1680,2015,"60%","Denmark",3," ","Nicaragua",2,-1
"708","Friis Holm (Bonnat)","La Dalia",1680,2015,"85%","Denmark",3.25," ","Nicaragua",3,0
"709","Friis Holm (Bonnat)","La Dalia",1259,2014,"70%","Denmark",3.5," ","Nicaragua",4,0
"710","Friis Holm (Bonnat)","Barba, Xoco",1034,2013,"70%","Denmark",3.25," ","Nicaragua",5,1
"711","Friis Holm (Bonnat)","Medagla, Xoco",1034,2013,"70%","Denmark",3.5," ","Nicaragua",-1,0
"712","Friis Holm (Bonnat)","Chuno, triple turned, Xoco",895,2012,"70%","Denmark",3.25,"Criollo, Trinitario","Nicaragua",1,1
"713","Friis Holm (Bonnat)","Red Mayan, Xoco",899,2012,"70%","Denmark",3.25,"Criollo, Trinitario","Honduras",0,0
"714","Friis Holm (Bonnat)","Chuno, double turned, Xoco",899,2012,"70%","Denmark",3.25,"Criollo, Trinitario","Nicaragua",0,-1
"715","Friis Holm (Bonnat)","Rugoso, Xoco",923,2012,"70%","Denmark",3.75," ","Nicaragua",4,-1
"716","Friis Holm (Bonnat)","Johe, Xoco",623,2011,"70%","Denmark",3.25,"Criollo, Trinitario","Nicaragua",3,0
"717","Friis Holm (Bonnat)","Chuno, Xoco",623,2011,"70%","Denmark",3.5,"Criollo, Trinitario","Nicaragua",1,1
"718","Friis Holm (Bonnat)","Nicaliso, Xoco",623,2011,"70%","Denmark",3.5,"Criollo, Trinitario","Nicaragua",3,0
"719","Fruition","Wild Bolivian, Batch 2",1780,2016,"74%","U.S.A.",3.75,"Beniano","Bolivia",-1,-1
"720","Fruition","Coto Brus, Heirloom, Batch 1",1780,2016,"74%","U.S.A.",4,"Amazon mix","Costa Rica",0,-1
"721","Fruition","Gran Couva",1347,2014,"70%","U.S.A.",3.75,"Trinitario","Trinidad",1,-1
"722","Fruition","Maranon",1359,2014,"76%","U.S.A.",3,"Forastero (Nacional)","Peru",3,-1
"723","Fruition","La Red",1046,2013,"70%","U.S.A.",3.75," ","Dominican Republic",2,1
"724","Fruition","Camino Verde",1185,2013,"75%","U.S.A.",3," ","Ecuador",5,0
"725","Fruition","Peru",863,2012,"70%","U.S.A.",2.5," ","Peru",4,1
"726","Fruition","Signature Blend",753,2011,"66%","U.S.A.",3.25,"Trinitario","Costa Rica",3,1
"727","Fruition","Costa Rica",781,2011,"70%","U.S.A.",3," ","Costa Rica",5,0
"728","Garden Island","Kaua'I, Alea Estate +world",1367,2014,"85%","U.S.A.",2.5,"Blend","Hawaii",4,1
"729","Georgia Ramon","Akesson P.",1642,2015,"65%","Germany",3.25,"Trinitario","Madagascar",3,0
"730","Georgia Ramon","ABOCFA Coop",1642,2015,"70%","Germany",4,"Forastero","Ghana",4,-1
"731","Georgia Ramon","Conacado Coop",1646,2015,"70%","Germany",3.5,"Trinitario","Domincan Republic",2,0
"732","Georgia Ramon","Conacado Coop",1646,2015,"80%","Germany",3.5,"Trinitario","Domincan Republic",4,1
"733","Georgia Ramon","Akesson P.",1646,2015,"75%","Germany",3.5,"Trinitario","Madagascar",5,0
"734","Glennmade","Toledo District, 2015 Harvest",1848,2016,"70%","U.S.A.",3.5," ","Belize",-1,1
"735","Glennmade","Bahia",1672,2015,"66%","U.S.A.",3,"Trinitario, Forastero","Brazil",4,-1
"736","Goodnow Farms","Almendra Blanca, batch 1004",1924,2016,"77%","U.S.A.",2.75," ","Mexico",1,0
"737","Goodnow Farms","El Carmen, batch 1003",1924,2016,"77%","U.S.A.",3.25," ","Nicaragua",0,1
"738","Goodnow Farms","Asochivite, batch 1005",1924,2016,"77%","U.S.A.",3.25," ","Guatemala",5,-1
"739","Grand Place","Ben Tre, Dong Nai",741,2011,"72%","Vietnam",3,"Trinitario","Vietnam",3,-1
"740","Green & Black's (ICAM)","Dark",15,2006,"70%","U.K.",2.5," "," ",2,0
"741","Green Bean to Bar","Madagascar",1896,2016,"70%","Japan",3.5," ","Madagascar",4,1
"742","Grenada Chocolate Co.","Grenada",494,2010,"82%","Grenada",3.25,"Trinitario","Grenada",-1,-1
"743","Grenada Chocolate Co.","Grenada",363,2009,"60%","Grenada",2.75,"Trinitario","Grenada",-1,-1
"744","Grenada Chocolate Co.","Grenada",241,2008,"71%","Grenada",2.5,"Trinitario","Grenada",1,-1
"745","Guido Castagna","Arriba",355,2009,"64%","Italy",3,"Forastero (Arriba) ASS","Ecuador",3,1
"746","Guido Castagna","Ghana",355,2009,"64%","Italy",3,"Forastero","Ghana",1,-1
"747","Guido Castagna","Trinidad & Tobago",355,2009,"64%","Italy",3," ","Trinidad, Tobago",1,0
"748","Guido Castagna","Lacri Blend",355,2009,"76%","Italy",3," ","Venezuela",0,-1
"749","Guido Castagna","Blend",355,2009,"64%","Italy",3.25," ","Ven, Trinidad, Ecuador",0,0
"750","Guittard","Epique, Blend No. 49",1602,2015,"70%","U.S.A.",3.75," "," ",5,0
"751","Guittard","Haiti",1053,2013,"65%","U.S.A.",2.75," ","Haiti",1,0
"752","Guittard","Nicaragua",1053,2013,"65%","U.S.A.",2.75," ","Nicaragua",4,-1
"753","Guittard","Jamaica",1053,2013,"65%","U.S.A.",3.25,"Trinitario","Jamaica",-1,-1
"754","Guittard","Ecuador",1053,2013,"65%","U.S.A.",3.5," ","Ecuador",2,1
"755","Guittard","Coucher du Soleil",654,2011,"72%","U.S.A.",2.75," "," ",0,-1
"756","Guittard","Lever du Soleil",654,2011,"61%","U.S.A.",3.25," "," ",3,-1
"757","Guittard","Onyx",654,2011,"72%","U.S.A.",3.25," "," ",4,0
"758","Guittard","Trinidad",552,2010,"65%","U.S.A.",3,"Trinitario","Trinidad",5,0
"759","Guittard","O'ahu, N. Shore, Waialua E., Kakoleka",316,2009,"55%","U.S.A.",3," ","Hawaii",0,0
"760","Guittard","Nocturne",387,2009,"91%","U.S.A.",3," "," ",4,1
"761","Guittard","Complexite",387,2009,"70%","U.S.A.",3.5,"Blend"," ",3,1
"762","Guittard","Machu Pichu",259,2008,"65%","U.S.A.",3," ","Peru",2,0
"763","Guittard","Special Maker Reserve",276,2008,"64%","U.S.A.",3," "," ",-1,1
"764","Guittard","Ocumare",276,2008,"65%","U.S.A.",3.5," ","Venezuela",2,-1
"765","Guittard","Quetzalcoatl",147,2007,"72%","U.S.A.",3.5,"Blend"," ",0,-1
"766","Guittard","Chucuri",15,2006,"65%","U.S.A.",3,"Trinitario","Colombia",5,-1
"767","Guittard","Sur del Lago",87,2006,"65%","U.S.A.",2.5,"Trinitario, Criollo","Venezuela",0,0
"768","Guittard","Sambirano, Ambanja",87,2006,"65%","U.S.A.",3.5,"Criollo, +","Madagascar",3,0
"769","Guittard","Los Rios, Quevedo",93,2006,"65%","U.S.A.",3.5,"Forastero (Arriba)","Ecuador",2,-1
"770","Guittard","Tsaranta",93,2006,"61%","U.S.A.",3.5,"Blend"," ",1,0
"771","Guittard","Semisweet",99,2006,"61%","U.S.A.",3,"Blend"," ",-1,-1
"772","Habitual","Papua New Guinea",1197,2014,"80%","Canada",2.75," ","Papua New Guinea",0,-1
"773","Habitual","Campesino w/ nibs",1197,2014,"74%","Canada",2.75," "," ",4,0
"774","Habitual","Dominican Republic",1197,2014,"75%","Canada",3.25," ","Dominican Republic",0,1
"775","Habitual","Trinitario",1197,2014,"70%","Canada",3.5,"Trinitario"," ",5,1
"776","Habitual","Downtown London",1201,2014,"65%","Canada",2.75," "," ",1,1
